기준_년분기_코드,행정동_코드,행정동_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20254,11740700,둔촌2동,6419131,2978649,3440482,1227181,725811,959328,1018460,933755,1554597,1780050,1362418,725131,701540,1000801,849191,917060,910329,918759,909647,912575,910150,940610
20254,11740690,둔촌1동,29398,13580,15819,6767,2325,4159,5594,3731,6824,8242,6294,3270,3184,4561,3847,4120,4125,4147,4149,4183,4284,4391
20254,11740685,길동,18073434,8191172,9882261,2453568,2170829,2912958,2965881,2847212,4722988,4847566,3640353,2064324,2076482,3011274,2433431,2550715,2551044,2557744,2563428,2573696,2624616,2652190
20254,11740660,성내3동,6724834,3130366,3594470,949374,868523,1106224,1173101,1035931,1591682,1872198,1357328,759617,753513,1088420,893759,940667,939624,952218,949311,958856,979267,1004890
20254,11740650,성내2동,8151201,3790361,4360842,1125335,1085573,1470237,1283687,1175091,2011277,2267994,1649461,890040,908677,1348054,1086976,1139218,1126725,1136576,1141519,1147579,1219143,1240443
20254,11740640,성내1동,5545995,2509493,3036500,994391,611584,855915,944137,868997,1270971,1437345,1161304,693244,676271,890683,687147,804647,802529,810679,807379,805067,753642,762050
20254,11740620,천호3동,7473454,3508030,3965423,919586,1130735,1409241,1150274,1089443,1774174,2141985,1529259,801018,796201,1185626,1019365,1043966,1036107,1045765,1053628,1054428,1106826,1132733
20254,11740610,천호2동,10996301,5186499,5809801,1380439,1357854,1922051,1804050,1740536,2791372,2877023,2230403,1284488,1315449,1848834,1440104,1537445,1534376,1545847,1554091,1565378,1623378,1635785
20254,11740600,천호1동,10130717,4728455,5402261,1687576,1082291,1492087,1702581,1565714,2600466,2874385,2100123,1114619,1113413,1584291,1343884,1443354,1434449,1432069,1438594,1431181,1457341,1493729
20254,11740590,암사3동,1711324,810207,901117,411870,162319,230028,287657,245405,374045,476863,385666,191212,180107,253737,223738,245891,245846,247422,245784,246508,238436,241439
20254,11740580,암사2동,2217375,1042290,1175086,317259,257399,392158,387332,357288,505940,605739,446308,244744,252492,372641,295452,308801,305078,308261,309842,316206,335218,333968
20254,11740570,암사1동,8439282,3956819,4482464,1369146,907537,1257121,1436917,1361856,2106706,2417706,1706247,885361,894704,1372820,1162446,1181557,1172059,1168464,1180886,1177349,1256303,1302667
20254,11740560,고덕2동,2181579,1025614,1155965,508412,190214,317037,426971,269620,469324,560194,477869,261357,253042,350571,278546,312726,312076,311253,312278,311886,310559,310802
20254,11740550,고덕1동,3486664,1721515,1765148,1254947,238782,324902,657249,398979,611805,999590,743410,379117,377208,526855,460484,496130,496496,496738,499350,496777,497751,503423
20254,11740540,명일2동,2082565,979334,1103231,630850,191282,195015,341196,269266,454956,536547,427598,246894,251701,358976,260849,299624,302180,299162,296364,300271,297032,287932
20254,11740530,명일1동,4587453,2052953,2534499,896175,424606,574736,796193,667876,1227869,1109304,934386,562253,555010,830649,595851,629832,632090,648355,637489,644447,677417,717824
20254,11740520,상일동,3418270,1572252,1846019,755944,285311,472428,709094,463631,731862,912202,707651,388798,387935,567540,454145,488052,486070,489958,490687,490531,485696,487279
20254,11740515,강일동,3477111,1632455,1844656,838069,298090,443277,640155,490489,767030,1013468,747992,366523,351190,518935,479002,500486,497320,493344,490865,490902,494122,510072
20254,11710720,잠실7동,708799,311710,397089,115733,86361,108557,124328,109112,164708,186414,162423,89322,83630,102339,84671,101937,102665,101599,101753,101246,98360,101240
20254,11710710,잠실6동,2279811,1067090,1212722,346879,326645,415750,469479,322849,398209,375551,474272,366951,389025,442947,231066,332441,340126,346447,340104,337566,301805,281323
20254,11710690,잠실4동,2039053,945089,1093964,465762,229659,294516,392979,280529,375610,592096,442821,221329,221472,298099,263236,285949,290670,291398,293646,291891,293682,291816
20254,11710680,잠실3동,3450782,1505132,1945652,895234,388594,480457,643447,448101,594949,744007,691073,469398,494832,646669,404804,468673,473757,484794,495544,495081,525974,506959
20254,11710670,잠실2동,2284176,1049258,1234917,704160,212315,238908,471345,316097,341349,715418,479884,227906,228917,326534,305515,319438,317170,323576,322254,326698,336601,338439
20254,11710650,잠실본동,8098992,3823596,4275395,1221539,1241839,1579193,1480874,1136436,1439111,2071518,1584818,928463,965555,1457847,1090790,1115543,1115120,1131198,1144111,1166398,1226764,1199858
20254,11710647,위례동,3485208,1564048,1921161,1160965,270070,487913,683768,415001,467491,961497,690571,373504,394609,590513,474515,484548,483838,488977,490289,492097,519649,525809
20254,11710646,장지동,7312004,3413094,3898910,1396982,807154,1264638,1241183,1052766,1549281,2047092,1563328,794380,787458,1146214,973531,1036846,1033384,1033058,1033205,1033164,1057378,1084968
20254,11710642,문정2동,2869130,1419249,1449882,291321,372969,635955,556963,441778,570145,647060,604787,405200,408224,478372,325487,425996,427568,433773,426726,425948,374765,354352
20254,11710641,문정1동,4166110,1988596,2177514,579259,576639,834942,730446,593866,850959,1122835,879953,499319,480191,652166,531646,604808,600790,603017,603590,601661,573117,579129
20254,11710632,가락2동,5650583,2618872,3031710,1030400,649797,853918,900479,868588,1347399,1528678,1175715,642892,645669,917740,739888,806665,799843,804836,804128,805056,809534,820522
20254,11710631,가락1동,722437,352545,369891,134227,60919,125766,141775,105139,154610,185750,150426,85485,85214,121401,94161,102378,102539,104446,104257,104359,104137,100320
20254,11710620,가락본동,8624496,4229126,4395371,1166781,1023507,1613837,1622475,1394900,1802995,2119578,1770289,1087306,1079402,1455374,1112548,1252486,1259498,1263126,1257270,1265654,1183854,1142610
20254,11710610,삼전동,6080619,2803799,3276821,924054,851328,1301419,1094205,793939,1115676,1769981,1237449,648102,650809,967009,807271,861540,853302,852921,864641,861971,888521,897725
20254,11710600,석촌동,6566484,3035980,3530504,912016,939287,1455041,1182708,861106,1216326,1752587,1333471,778339,765151,1080785,856152,915816,915827,927034,943337,944640,959265,960566
20254,11710590,송파2동,3129787,1386661,1743125,718416,329754,470842,517175,416366,677235,810814,673903,381909,369537,499598,394026,448780,448120,449297,450438,452139,440593,440421
20254,11710580,송파1동,5643356,2558768,3084586,672868,1006192,1300597,938994,731483,993223,1425780,1095234,678249,696711,1018693,728688,774233,776951,795523,803553,809274,852733,831088
20254,11710570,오금동,9885963,4589467,5296496,2048594,974104,1272987,1519493,1561969,2508817,2623804,2099348,1197454,1149342,1577335,1238680,1415950,1408279,1388526,1413241,1410235,1413723,1436007
20254,11710566,오륜동,760119,355325,404795,162579,86964,97439,134893,100938,177306,178536,164572,91549,94550,132257,98655,103591,103638,104327,106060,111916,114319,116266
20254,11710562,방이2동,6391059,3043633,3347425,722249,1257441,1491937,1102950,794156,1022324,1579644,1220057,751991,772354,1190107,876904,874407,886387,908080,912335,933229,962410,914211
20254,11710561,방이1동,3168269,1473142,1695127,853065,343488,406217,518449,420897,626152,682767,581023,379869,430207,691408,402995,446929,450847,445652,454554,456745,467420,446122
20254,11710550,마천2동,4686662,2263954,2422708,673490,445183,586117,663761,799744,1518368,1349032,941653,498943,508537,757581,630916,655787,647329,649870,655897,655392,698355,724032
20254,11710540,마천1동,2732721,1322486,1410235,466965,260208,330838,394873,484039,795798,829133,576151,272111,271017,409576,374732,382965,380163,374991,382387,381538,404708,425968
20254,11710532,거여2동,3583768,1611238,1972530,636504,325295,526085,584159,548337,963388,1098016,744521,365911,354677,532110,488534,509446,505279,504657,508855,509438,518429,527666
20254,11710531,거여1동,3344482,1588317,1756164,501450,352040,467779,521086,586234,915893,913963,683884,368624,370126,553497,454388,473833,469976,474768,470965,473095,487686,494157
20254,11710520,풍납2동,5207645,2376667,2830977,908117,587712,811288,883422,833848,1183258,1507119,1133361,570861,551773,764274,680257,748485,747866,750763,751854,747525,723587,737566
20254,11710510,풍납1동,4301974,1998344,2303631,581508,509826,678241,646065,696920,1189414,1225048,888415,463049,461133,683478,580852,605588,603643,604739,607642,609092,631697,639575
20254,11680750,수서동,2221559,1045355,1176204,309456,213059,338896,376693,323485,659972,441368,516519,333875,309670,365925,254202,339301,339960,335068,333281,331667,274886,267397
20254,11680740,일원2동,1332880,663534,669346,366129,109551,182591,271468,179159,223983,383837,288549,144004,140354,193764,182374,191030,192241,193970,193122,192068,182823,187626
20254,11680730,일원1동,2550279,1229593,1320687,352919,319849,421900,464206,374791,616614,679993,538122,297444,287718,411877,335126,365231,364384,367686,364756,364452,360219,363553
20254,11680720,일원본동,2494432,1209523,1284909,711007,187069,259984,454224,343490,538658,754640,547816,260553,236117,343949,351355,362392,361900,360573,358910,358114,340566,351973
20254,11680700,세곡동,3415133,1545712,1869421,871511,317800,492484,597832,425507,709998,945988,718545,376701,372987,542469,458443,485754,481547,480778,485515,485150,491379,505010
20254,11680690,개포4동,3295325,1540595,1754729,565525,350069,526892,603706,571343,677789,940816,706783,381271,370914,485425,410115,480444,474324,465153,479009,475027,456502,464866
20254,11680670,개포2동,2151296,966435,1184860,568721,174508,261087,395583,295896,455500,536809,466068,267789,258173,348570,273886,308614,310813,313885,309317,312886,307330,288450
20254,11680660,개포1동,2116394,940640,1175754,604723,148159,219879,420682,277503,445447,637410,455089,217863,209309,303351,293372,299630,297936,300090,298805,298039,301105,320788
20254,11680656,도곡2동,3804580,1710196,2094385,973841,337883,431935,808704,591545,660673,926276,803373,510485,499639,611957,452850,551115,554067,558152,552266,553348,522115,513516
20254,11680655,도곡1동,8887262,4180870,4706393,1891602,918100,1358527,1827520,1322596,1568918,2077185,1866812,1168248,1176448,1487807,1110763,1291157,1312514,1320601,1310308,1306186,1183836,1162662
20254,11680650,역삼2동,11909485,5633916,6275570,2442306,1641753,2106737,2588039,1710184,1420466,2599336,2621795,1767291,1751199,1884085,1285780,1793418,1821850,1834558,1792714,1775533,1478977,1412436
20254,11680640,역삼1동,19879130,10130217,9748913,1186367,4489130,5488291,4189328,2437882,2088131,3204860,4043022,3450925,3443501,3776193,1960630,3033972,3134767,3144882,3079555,3079220,2345975,2060758
20254,11680630,대치4동,9932591,4914425,5018166,2599232,1318749,1562508,1932081,1463560,1056461,1879498,1922641,1474759,1524388,2010779,1120526,1424704,1461214,1465356,1453274,1465277,1387236,1275529
20254,11680610,대치2동,6276201,3318807,2957394,1806487,685812,895487,1289663,843129,755623,1101410,1273245,982666,1046793,1234229,637857,932423,942073,934555,924967,924970,836105,781107
20254,11680600,대치1동,4343954,2073656,2270297,1802346,307126,271242,858792,582310,522136,1035178,844471,523728,581917,815217,543442,613236,617047,607081,618517,626463,645112,616496
20254,11680590,삼성2동,8719348,4264887,4454463,1421447,1162333,1684336,1954425,1316694,1180113,2052767,1900711,1220239,1207194,1354344,984094,1317666,1330486,1327886,1314189,1299991,1084107,1045023
20254,11680580,삼성1동,4923443,2453142,2470301,566473,702196,1071925,1089430,758379,735040,750684,1066274,887100,883544,885277,450566,727259,745361,764904,760936,747987,612433,564563
20254,11680565,청담동,9144809,4263760,4881049,1190406,1299668,1792724,1978862,1378689,1504458,1841638,1967480,1422594,1383126,1547996,981974,1303960,1359608,1372528,1361548,1378420,1254275,1114470
20254,11680545,압구정동,7378991,3335291,4043700,1013342,1203413,1444374,1523915,1026407,1167539,1218782,1401511,1245633,1277822,1466913,768331,1030824,1081377,1090318,1092542,1131790,1046169,905970
20254,11680531,논현2동,11457248,5670179,5787069,1140153,1866031,2770562,2547018,1575698,1557786,2198385,2359422,1863671,1861883,1987496,1186389,1740183,1795055,1802431,1764149,1734056,1375747,1245626
20254,11680521,논현1동,9197399,4403347,4794053,541465,1937425,2441222,1920599,1168544,1188146,1902050,1921242,1378404,1388616,1608291,998797,1370469,1399983,1399086,1385343,1395646,1171319,1075554
20254,11680510,신사동,6388755,2982056,3406699,724522,1146111,1378073,1343638,900384,896027,984065,1211887,1094313,1145359,1313436,639696,922877,957090,965113,954530,989196,867704,732245
20254,11650660,내곡동,2082697,1013030,1069667,670941,147039,245397,355059,244975,419285,579874,467837,240296,233849,297686,263155,300113,299286,296670,302888,299079,289034,295625
20254,11650652,양재2동,5553412,2900310,2653103,689269,720413,1182523,1124877,891588,944741,1243487,1202052,784593,762281,918319,642681,828237,832318,830824,827976,820837,714981,698241
20254,11650651,양재1동,8533228,4282330,4250900,1433754,1005093,1618819,1648868,1247278,1579416,1824173,1855817,1260501,1225389,1423051,944297,1289188,1303018,1296826,1287582,1261836,1049873,1044905
20254,11650621,방배4동,6684013,2961969,3722044,1253716,813550,993345,1257821,1039610,1325971,1602391,1383008,843812,851722,1161587,841492,962419,964983,958828,961048,975799,939955,920982
20254,11650620,방배3동,3408265,1579125,1829140,642463,442442,466145,586111,533666,737439,960129,772550,399706,372095,474475,429312,492281,500152,496437,498203,491107,462648,467437
20254,11650610,방배2동,4414785,2018137,2396647,673823,631868,728521,724949,656473,999151,1032128,892921,564037,558155,812869,554674,626485,628638,632282,636229,654178,639018,597955
20254,11650600,방배1동,4382975,2031701,2351275,815532,602910,747484,761782,627224,828044,1077045,904398,565884,562929,739523,533195,638433,642613,641031,645408,635356,597059,583076
20254,11650590,방배본동,4513220,2045771,2467450,1001509,461084,559886,853632,720419,916692,1210820,936715,530128,534859,725351,575346,642125,641088,645951,650664,650051,642716,640626
20254,11650581,반포4동,5249392,2417364,2832029,1471028,431480,599916,1089127,766718,891123,1282714,1062988,660512,698860,916321,627996,757264,761475,763798,767075,771167,731773,696839
20254,11650580,반포3동,3343985,1510967,1833019,803340,356829,400414,643271,552888,587242,754732,667783,429096,459140,619166,414066,455975,463734,480385,476878,489127,499036,478848
20254,11650570,반포2동,1854981,845735,1009246,532189,175430,215940,372948,274430,284045,388565,412610,267722,267100,317411,201573,261997,266150,269019,268337,269201,263620,256656
20254,11650560,반포1동,6731830,3245367,3486463,1122591,1045484,1346697,1424808,877587,914662,1657110,1403085,856978,865154,1128101,821402,962582,972677,980174,974681,987971,955431,898314
20254,11650550,반포본동,505033,284062,220971,93722,56565,71689,101669,93868,87522,84764,140382,78744,74596,77014,49532,74210,75208,77720,74498,76465,69371,57564
20254,11650540,잠원동,7130136,3374479,3755657,1280513,933792,1217758,1501554,1077965,1118554,1695410,1504898,943312,948437,1191034,847045,1037298,1047304,1043868,1040288,1056493,986652,918234
20254,11650531,서초4동,6412189,3044813,3367376,1115581,1165390,1154412,1252073,881705,843031,1250630,1286506,980006,995548,1185776,713725,945696,957571,965025,950556,988567,861500,743273
20254,11650530,서초3동,12120750,6038789,6081960,1585396,1849771,2317880,2407621,1966600,1993481,2383966,2637960,1910965,1856279,2064564,1267015,1797939,1850039,1856614,1833784,1814900,1498921,1468551
20254,11650520,서초2동,6961783,3482233,3479550,842053,1122212,1629194,1533765,974239,860319,1255434,1511446,1139672,1112585,1237636,705010,1073293,1096351,1098702,1075256,1077578,811299,729302
20254,11650510,서초1동,7451292,3599793,3851497,1009461,1109832,1342184,1464369,1192275,1333170,1561750,1613117,1098120,1085886,1274356,818061,1109441,1124665,1133515,1117195,1122055,957057,887366
20254,11620775,난곡동,5533851,2640096,2893754,795533,700096,859364,843328,846501,1489029,1634799,1163189,580323,566289,840904,748347,787555,779507,759942,778544,769889,809487,848926
20254,11620765,미성동,5242856,2386007,2856849,795242,736998,821325,808757,811125,1269411,1558651,1113374,562728,536788,776225,695090,752044,744229,735538,739198,735412,756284,780152
20254,11620745,삼성동,6766414,3438243,3328173,599305,1315690,1004705,944397,1003163,1899154,1936093,1376906,725633,714473,1083193,930117,964544,961291,947973,963132,955367,977455,996652
20254,11620735,대학동,6255851,3593798,2662054,524727,2067031,1240184,833066,688897,901947,1674482,1299226,713718,706485,1023591,838352,884965,883214,880263,893957,888244,907020,918191
20254,11620725,조원동,7951028,4021637,3929391,522253,1603169,1915467,1431673,1125231,1353236,1945913,1616875,997112,1011719,1363902,1015508,1144798,1152427,1158643,1158078,1151052,1098597,1087433
20254,11620715,난향동,1364163,650432,713730,286158,113782,159461,249345,235823,319594,357653,276067,159307,162269,231859,177008,195437,191087,188537,194123,192341,198281,204355
20254,11620695,신림동,9705273,5085408,4619864,434627,3352586,2498261,1310316,920421,1189063,2617193,1950052,1043946,1057758,1678037,1358287,1319007,1318502,1337461,1362512,1375954,1489529,1502309
20254,11620685,신사동,7229670,3428986,3800683,513466,1837462,1471700,1005908,962806,1438327,2147077,1544805,734499,714934,1095703,992652,1010911,1001043,1000366,1019622,1018565,1070704,1108458
20254,11620665,서림동,4937272,2677015,2260258,497382,1319966,980809,674220,616358,848534,1548381,1055412,486802,459933,711728,675015,695394,687293,671278,691506,686897,733169,771733
20254,11620655,신원동,5811278,2892184,2919093,521167,1417851,1273155,820319,703660,1075125,1688881,1195903,604831,591380,921506,808776,807275,796966,808238,817669,810496,866537,904096
20254,11620645,서원동,5052650,2546048,2506601,378154,1342097,1137063,686212,607873,901251,1453685,1032399,528987,522881,812795,701902,698824,693260,698998,711951,714010,759183,776425
20254,11620630,남현동,4081838,1954580,2127259,463194,749915,754356,587198,575325,951851,1127165,848632,437845,435713,681916,550568,565987,566939,567931,573626,581304,613533,612518
20254,11620625,인헌동,5816345,2708312,3108033,664253,1348634,1169449,826055,724208,1083747,1678112,1218725,597223,586022,922465,813799,816581,810064,808046,825830,821399,853408,881018
20254,11620615,중앙동,5027349,2351271,2676079,389784,1345180,1113628,672404,601878,904472,1430331,1034445,543743,537803,813167,667858,699567,697254,698426,708429,708820,754731,760121
20254,11620605,은천동,8324370,3976046,4348325,1189298,1460128,1510905,1256602,1180488,1726951,2342323,1674585,895194,902369,1380081,1129815,1167138,1151449,1155369,1169438,1169405,1241057,1270512
20254,11620595,청룡동,10714058,5185870,5528187,972193,3183910,2187529,1392250,1225876,1752299,3129809,2234381,1112385,1089230,1680200,1468053,1496125,1487296,1490927,1516149,1514415,1583349,1625798
20254,11620585,낙성대동,5828945,2870153,2958793,603576,1954958,1207464,700079,584630,778238,1416028,1126472,673730,687737,1116039,808940,795162,804084,812365,828656,840783,883235,864658
20254,11620575,행운동,7323276,3453271,3870005,838981,1755438,1558967,972336,865932,1331621,2149282,1552163,775303,754764,1110016,981749,1028669,1020944,1015911,1037320,1036037,1079769,1104625
20254,11620565,성현동,4467630,2050848,2416783,796518,554546,683182,754936,678253,1000197,1306328,920614,455973,466756,705616,612342,630027,616678,616011,622978,626194,665620,690119
20254,11620545,청림동,3114488,1477983,1636505,572185,365958,480490,518772,455014,722067,949788,640233,303682,304364,477160,439260,437113,435443,432723,436066,435322,460867,476952
20254,11620525,보라매동,3627463,1755880,1871581,345124,728280,722380,567445,510588,753646,928716,784683,431582,427381,591336,463763,514564,512386,510376,516413,512917,523491,537316
20254,11590680,신대방2동,5128366,2378230,2750137,743020,835610,928576,866794,719169,1035200,1366404,1082772,618877,606132,804245,649937,735605,734421,731021,739421,727728,720576,739592
20254,11590670,신대방1동,3681061,1724096,1956967,492926,590671,641540,585327,586367,784231,1038850,784542,402145,391342,577337,486847,516313,514173,517965,520458,517832,537044,557278
20254,11590660,대방동,7469075,3519625,3949450,1229236,1343931,1224044,1172250,1120729,1378884,2127192,1573987,801377,782400,1160289,1023830,1062667,1057874,1057463,1064511,1059424,1075521,1091616
20254,11590651,사당5동,3163340,1470525,1692815,539184,436995,536048,522165,428808,700141,867051,679417,355139,341168,501551,419018,450508,445358,445888,449779,446077,458083,467648
20254,11590650,사당4동,3908432,1807771,2100661,503242,613476,734562,599362,553454,904335,1157582,797939,393834,402012,618612,538454,545148,537943,538816,547728,546568,584102,608125
20254,11590640,사당3동,5263167,2435943,2827225,841769,647788,847367,831233,771256,1323756,1565615,1089431,532373,530423,812220,733106,746894,734309,729906,742579,739530,775372,794578
20254,11590630,사당2동,7211700,3326052,3885649,1232048,945746,1097019,1132731,1080766,1723390,1787148,1429470,830974,878608,1316166,969336,1005191,1004648,1017844,1019193,1037348,1077294,1050184
20254,11590620,사당1동,6430891,3037506,3393384,610307,1363712,1353973,961528,845074,1296299,1695669,1294649,706601,701779,1149335,882858,896255,900774,906357,917998,944501,954800,910203
20254,11590605,흑석동,5620853,2557744,3063110,897841,1383598,707678,797783,757007,1076946,1450289,1205370,704628,676230,882748,701587,815647,820550,827160,819961,806169,775018,756349
20254,11590560,상도4동,5457795,2441044,3016751,881922,743193,906467,886711,795249,1244253,1721127,1144801,537132,510760,787793,756183,772561,763632,762604,769019,765872,798300,825806
20254,11590550,상도3동,4609530,2092191,2517339,614555,735946,787423,672993,670855,1127760,1385137,937936,458836,460072,721671,645878,647157,637488,631326,646615,639463,690580,716901
20254,11590540,상도2동,4840103,2199921,2640182,941128,703348,727834,793626,705755,968414,1293212,1016410,556684,553085,782792,637921,697025,695118,691912,695124,694344,687071,679509
20254,11590530,상도1동,7813248,3717012,4096236,1163022,2249674,1001900,976528,941663,1480463,2110445,1597649,893103,897141,1296328,1018582,1103173,1104872,1106739,1118642,1099614,1139363,1140842
20254,11590520,노량진2동,2753677,1386268,1367409,202817,635581,532545,381434,398987,602315,708922,582550,324643,324476,467938,345147,389062,390745,391841,395298,398930,401361,386442
20254,11590510,노량진1동,6164302,3174870,2989432,644325,1857233,1190079,791573,701865,979229,1577742,1292080,720145,734000,1056487,783849,864846,868128,871983,878768,882285,908957,889335
20254,11560720,대림3동,6507885,3149476,3358409,554158,801490,1120296,1119062,1228017,1684860,1594616,1319657,781016,797412,1155755,859430,918918,915585,914574,918112,919452,949248,971994
20254,11560710,대림2동,4567025,2260094,2306932,321311,538889,800854,822881,929035,1154057,1210878,908073,525277,531952,779058,611787,641763,634137,631979,632810,634610,672201,719525
20254,11560700,대림1동,4170592,1952366,2218225,412318,491889,600550,696603,800122,1169109,1154513,841615,462451,463800,683713,564500,587875,577727,582354,580513,580549,611154,650418
20254,11560690,신길7동,3671364,1691954,1979409,732007,500519,605714,604335,530090,698700,920480,770518,429873,436062,638106,476326,517088,516071,518164,521722,523384,538865,536071
20254,11560680,신길6동,5716384,2612110,3104274,953303,797260,993447,915473,832782,1224119,1578072,1194947,636369,623698,928284,755014,815864,811346,813714,810899,814653,823687,826222
20254,11560670,신길5동,2984586,1403017,1581569,435052,304292,454029,510320,507465,773429,788811,634161,342625,331330,492853,394806,420850,416708,417756,417175,421251,436964,453882
20254,11560660,신길4동,2610643,1248756,1361887,310498,305731,423877,423793,413325,733417,792939,529320,260987,262692,401503,363200,368932,362726,360974,366675,365197,385885,400255
20254,11560650,신길3동,6167849,2984532,3183315,1021493,687943,961838,934022,987149,1575405,1752543,1235071,652817,662968,1012693,851757,870688,859265,858122,867552,866073,909002,937150
20254,11560630,신길1동,5574870,2735731,2839139,647239,883554,1001219,843316,847830,1351712,1567755,1189444,613304,598172,868762,737433,792274,784967,780944,791879,791347,806654,826806
20254,11560620,양평2동,4447422,2199988,2247434,563880,655741,1097155,853573,620076,656996,1176720,999851,552512,526184,644769,547386,658613,662635,666217,656784,653489,580703,568982
20254,11560610,양평1동,4532731,2165298,2367433,594541,688387,1065011,838749,621096,724948,1129826,996570,622587,590581,672631,520537,678679,674371,671769,669229,666799,584382,587499
20254,11560605,문래동,8882689,4302889,4579801,1324186,1207743,1732074,1720187,1299465,1599033,1688881,1815723,1297578,1339869,1712603,1028036,1266382,1273426,1305689,1296131,1317103,1248491,1175471
20254,11560585,도림동,5369227,2579931,2789297,662781,702635,986326,872374,848133,1296978,1587510,1093083,542321,542418,852336,751561,746265,733345,736522,746201,745653,809976,851266
20254,11560560,당산2동,9272229,4331120,4941110,1327463,1570427,2087368,1632284,1166876,1487811,2404431,2003314,1100865,1087882,1492359,1183376,1330535,1333249,1336187,1339684,1347671,1295527,1289377
20254,11560550,당산1동,6942751,3290758,3651993,616584,1227630,1635048,1196593,1000830,1266065,1556699,1450293,982762,971353,1179677,801967,1002335,1006333,1016765,1010033,1028354,961823,917106
20254,11560540,여의동,6337211,3232475,3104735,706964,853505,1354723,1423405,988103,1010511,1072381,1437173,1095350,1083959,1075193,573155,974000,1001727,1008745,986546,970099,711913,684182
20254,11560535,영등포동,11148410,5450780,5697631,849575,2319892,2729896,1890667,1498380,1860001,2185910,2207516,1657908,1742397,2105493,1249186,1537882,1565748,1596099,1606546,1649912,1657672,1534553
20254,11560515,영등포본동,6579464,3247744,3331720,862570,947295,1123065,1034169,1022675,1589689,1830596,1379192,723988,715543,1045481,884664,933461,923167,918024,928614,929976,964205,982018
20254,11545710,시흥5동,3363888,1595979,1767909,500506,368753,467114,516723,608630,902160,935492,667498,359919,369686,565441,465854,478393,472034,470132,476500,474710,491498,500624
20254,11545700,시흥4동,2078385,1001236,1077150,326719,202310,287482,324194,357465,580216,653957,434037,206381,201661,299609,282738,295237,290436,283442,291254,286786,306371,324859
20254,11545690,시흥3동,1264712,632283,632429,171319,125561,183901,205856,212420,365654,380729,278552,130310,122951,181099,171071,185141,182048,179974,179681,177763,177686,182419
20254,11545680,시흥2동,1431625,646188,785438,327312,114096,163662,219948,220376,386232,415018,293670,145958,150397,228013,198570,203389,200637,198015,200058,198804,210549,220172
20254,11545670,시흥1동,5294857,2566981,2727877,682404,648411,883232,837710,909050,1334050,1365483,1050600,628348,633497,917206,699724,752457,747780,748649,754156,757620,767764,766431
20254,11545640,독산4동,3697507,1794372,1903133,385396,448156,596329,585927,661051,1020645,1089295,746643,376560,374434,589563,521011,522838,513828,511842,520563,516090,544420,567923
20254,11545630,독산3동,4480108,2180267,2299840,483846,580166,789510,743602,735560,1147423,1224319,918860,500777,505180,734786,596185,634110,628751,623295,633733,630010,654341,675870
20254,11545620,독산2동,3059371,1469969,1589401,317660,368790,517877,479143,546483,829418,917594,620623,313037,313637,475229,419252,429677,423757,418477,427082,423195,455184,481997
20254,11545610,독산1동,5228155,2677114,2551040,623760,903383,1138993,842916,748606,970496,1388909,1118845,605945,599291,836552,678614,749270,744855,745820,750349,747991,739303,750567
20254,11545510,가산동,4748262,2596900,2151362,224940,1072185,1270820,860780,661169,658368,1110543,1044284,669200,647162,736378,540695,724194,724121,725047,717437,702481,572082,582899
20254,11530800,항동,970623,469466,501157,269772,70025,161886,197141,114139,157661,292452,200830,100956,98917,143789,133678,137717,138791,140276,139992,138760,137397,137689
20254,11530790,수궁동,1658436,758485,899951,296906,182874,205757,272587,272001,428311,449938,350385,180203,180252,273795,223862,235607,233613,233296,230177,230742,233888,261113
20254,11530780,오류2동,4889147,2251965,2637182,1005165,557075,712401,781995,693387,1139125,1453631,1017460,501528,497659,753030,665842,691059,687408,685223,695336,686892,709880,733351
20254,11530770,오류1동,4142141,1909725,2232418,566552,682097,727466,616109,598558,951362,1128990,817498,443083,462045,710340,580184,578440,572919,575232,583961,580913,619767,630908
20254,11530760,개봉3동,4465832,2118447,2347384,789228,439311,664660,797792,708687,1066156,1116129,837449,509394,550073,829035,623753,626561,623389,629955,631795,631716,654426,667989
20254,11530750,개봉2동,3645289,1633685,2011603,500482,446915,597146,577712,556739,966293,1043485,731483,362416,375440,615215,517250,509832,502157,503937,506732,507724,549915,564990
20254,11530740,개봉1동,7562772,3563246,3999526,1136564,822634,1159922,1158380,1241546,2043728,2182168,1542552,808116,801678,1203841,1024415,1068609,1056978,1046619,1061117,1054598,1121048,1153801
20254,11530730,고척2동,5097723,2353737,2743987,1019377,482855,657813,774170,840348,1323159,1527625,1062117,537046,519370,764422,687144,725603,715508,704039,715429,717380,747160,772606
20254,11530720,고척1동,4574346,2152887,2421458,781859,607901,703967,705377,710691,1064551,1248513,936111,529259,522194,740928,597338,641011,637741,641947,647526,645216,676584,684322
