기준_년분기_코드,행정동_코드,행정동_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
20254,11170690,서빙고동,1728945,850037,878906,309081,203779,243575,345333,293420,333757,488945,383140,201519,196830,247760,210753,241984,243838,241547,246619,244460,252613,257885
20254,11170685,한남동,4379717,2062352,2317366,370438,719246,1005524,936151,653860,694497,846253,884763,642070,672098,832146,502388,599954,613321,641852,641060,656445,640499,586586
20254,11170660,이태원2동,3024770,1446842,1577929,328230,464358,667011,656852,408208,500112,817237,623215,352773,350486,488721,392340,418731,419423,424702,429806,434292,453171,444647
20254,11170650,이태원1동,2476459,1338491,1137969,153098,628349,607346,444966,294237,348463,613404,417037,308188,324048,460527,353254,311042,299479,320705,332744,370503,441500,400486
20254,11170640,이촌2동,1458631,709389,749243,165360,190663,258370,257874,234841,351524,374521,303290,164864,178999,248556,188402,204197,203319,206374,205710,206144,216834,216053
20254,11170630,이촌1동,4374672,2012016,2362656,944997,367670,548370,828616,707689,977331,1069995,934902,531437,535471,743876,558990,612408,619195,628153,624703,627701,630628,631885
20254,11170625,한강로동,5774895,2913149,2861746,491449,1172313,1393499,1111697,801313,804625,1100186,1141497,885015,901069,1111787,635339,810082,835523,847292,846453,859904,814754,760889
20254,11170590,용문동,2377218,1101103,1276115,283648,318286,451632,381742,380326,561584,650810,469940,267235,275406,397223,316607,330992,330842,333949,337147,337957,355513,350819
20254,11170580,효창동,3740869,1645769,2095099,567084,556816,708739,636351,534846,737034,933834,813193,461468,452593,600709,479071,537812,531416,539580,539900,532420,524950,534791
20254,11170570,원효로2동,3522802,1646581,1876221,468058,445376,663633,604823,553954,786959,1011959,772945,394692,379443,511385,452379,505071,501676,500732,502722,500692,499454,512456
20254,11170560,원효로1동,4702896,2243992,2458904,540033,738906,1158235,899148,665855,700718,1113352,1017419,621577,610095,777933,562520,672749,675547,688230,679466,687570,652414,646921
20254,11170555,청파동,7206085,3204224,4001863,780673,1667533,1381715,1102178,1003715,1270269,1829609,1517341,916653,879890,1164078,898513,1031820,1034138,1037698,1041314,1032523,996261,1032332
20254,11170530,남영동,1871643,953885,917759,144380,328285,390181,322372,301088,385337,329059,408427,296715,300054,342451,194939,273673,279248,281801,279146,281944,242633,233197
20254,11170520,용산2가동,4761506,2244219,2517288,727931,758301,950896,769261,569508,985612,1244573,998157,561279,559277,787875,610346,666785,657306,666520,673257,673827,704590,719219
20254,11170510,후암동,3909430,1867826,2041604,591414,493752,731368,664528,551882,876486,1162021,836488,431195,412128,559946,507650,555410,552701,554501,559496,554028,559234,574061
20254,11140680,중림동,1945691,909648,1036046,164718,239668,389488,391288,328427,432106,417686,420398,286416,281227,324230,215735,289506,289783,291387,288870,289946,250588,245614
20254,11140670,황학동,5321500,2457658,2863842,580799,821524,1105355,874707,731173,1207942,1396947,1098450,640692,646157,874627,664629,737102,737672,747785,754634,764498,798137,781672
20254,11140665,동화동,3558358,1657099,1901259,398450,439366,563010,529556,630674,997301,848051,712302,454812,471743,636031,435417,503259,504001,518315,511909,513155,507562,500159
20254,11140650,신당5동,3133863,1426388,1707476,323008,479881,558141,477704,503879,791250,704698,612558,394352,410461,610881,400914,431785,432012,445726,440558,448852,473720,461212
20254,11140645,청구동,2760517,1245738,1514779,430864,316159,506474,417561,423375,666084,779161,583205,322586,301725,416005,357835,397649,396321,395576,398232,395869,383679,393189
20254,11140635,약수동,1923163,880291,1042871,229057,224132,332027,303862,305208,528879,458914,388081,235387,240339,347865,252575,269927,268808,272405,270276,273696,281713,286339
20254,11140625,다산동,4052419,1904586,2147833,473966,627332,737715,705993,626942,880470,955211,863724,539962,531056,682297,480169,590773,596885,602009,595078,596876,541790,529007
20254,11140615,신당동,5268914,2544664,2724251,314822,889366,1055012,935802,876074,1197839,1249649,1065508,697328,682956,898159,675314,775188,792768,809166,798399,776619,660252,656519
20254,11140605,을지로동,4848076,2701422,2146654,184041,780623,995369,999419,900661,987963,441559,1049309,1002800,999910,972113,382386,753265,790850,819126,791468,813575,509656,370137
20254,11140590,광희동,6670949,3313559,3357389,439291,1478190,1372439,1222362,1011977,1146690,945161,1380029,1159628,1185227,1321865,679038,991993,1027999,1064715,1041940,1033237,804194,706872
20254,11140580,장충동,2090605,1029334,1061271,150453,628775,363018,324952,287575,335834,417610,462840,338142,320321,344056,207636,309303,313565,316363,314951,308328,263765,264328
20254,11140570,필동,2729614,1427724,1301888,207648,601044,503019,480285,456519,481099,376996,570887,509305,500503,524376,247547,415266,435877,447412,434937,431908,301681,262532
20254,11140550,명동,5774872,2792282,2982589,420391,1166567,1292787,1310075,882276,702773,391275,1222984,1293930,1312402,1195796,358486,885205,922397,954196,934898,915992,621639,540543
20254,11140540,회현동,4347793,2032727,2315066,170541,538485,920960,988928,795045,933833,317588,923004,1096186,1064944,724437,221634,674033,704418,727287,703920,697438,485945,354754
20254,11140520,소공동,2542035,1267583,1274452,179445,409995,623546,603589,420103,305356,173010,569564,595289,589648,478244,136280,407706,428657,435175,419631,416380,238734,195752
20254,11110710,숭인2동,5183066,2528230,2654836,386000,1029602,875614,730199,864980,1296672,1253118,1111528,713892,699827,792894,611807,721504,719869,738635,737125,732026,755206,778701
20254,11110700,숭인1동,2309254,1112113,1197139,239875,331557,351209,339586,396929,650097,571436,478139,281544,286859,402526,288751,325832,323882,331482,328495,325394,335341,338826
20254,11110690,창신3동,815624,383038,432586,99354,112092,112969,124934,141699,224576,239976,174126,84476,82014,124071,110961,116353,113812,113433,116048,113780,118205,123992
20254,11110680,창신2동,4552384,2220702,2331683,302780,748799,527667,547734,917398,1508004,1292685,946872,497770,498194,724787,592077,643301,642673,644449,643581,641196,663477,673705
20254,11110670,창신1동,2847894,1402032,1445862,163203,443723,416546,469937,535956,818529,694559,582891,391767,390816,451610,336252,414274,414445,423058,419551,409404,381408,385754
20254,11110650,혜화동,9250213,4021213,5229000,1379950,3481400,1095444,1040362,1027116,1225942,2185872,1834807,1193391,1205427,1691056,1139661,1268248,1297286,1328092,1338476,1326113,1359597,1332401
20254,11110640,이화동,4456453,1985333,2471119,484126,1048618,833691,743324,654659,692031,730720,856082,732132,803692,881412,452414,618330,659621,693769,677240,667290,595768,544434
20254,11110630,종로5?6가동,5436250,2714317,2721932,333369,896711,875071,907576,989135,1434389,939413,1172762,968680,945198,914925,495269,806450,830339,849971,832630,829184,687277,600401
20254,11110615,종로1?2?3?4가동,13824388,7362487,6461901,698370,2598027,2863039,2742220,2291502,2631230,1409830,2630240,2826511,2916793,2913716,1127297,2041163,2134820,2237177,2177888,2177893,1739131,1316316
20254,11110600,가회동,1171993,545064,626930,177943,169078,204826,227783,187729,204636,175324,256730,227385,232694,187106,92754,170109,175275,180117,177494,174669,152944,141386
20254,11110580,교남동,3950238,1791216,2159022,813323,460475,506074,678221,639381,852764,1118966,864690,454013,427771,578826,505973,568754,564647,566641,571632,567075,552521,558967
20254,11110570,무악동,2015725,890343,1125382,374529,239674,242671,314879,318229,525743,439092,437784,261052,267567,358015,252216,278388,289305,291905,291267,290586,291033,283240
20254,11110560,평창동,911272,387031,524241,171858,87974,95786,139181,158305,258165,262165,193087,97850,98005,138937,121229,129417,128028,128708,128312,127713,133556,135537
20254,11110550,부암동,844176,362813,481365,160444,110168,96819,132541,137800,206406,214615,182453,108637,104207,128004,106262,121170,121584,122887,122730,121021,118147,116637
20254,11110540,삼청동,974927,447501,527426,111809,152954,169365,185237,157744,197820,153418,195183,193601,194670,158833,79221,133512,138551,144729,143227,142348,142387,130173
20254,11110530,사직동,3910218,1769732,2140486,352115,615607,783058,807614,657669,694155,457655,801435,762708,771296,794376,322746,562278,581507,614446,598449,603215,492597,457725
20254,11110515,청운효자동,3348036,1404710,1943326,612759,460079,531517,585928,511788,645961,745942,675001,492973,494985,561519,377616,468362,474176,486222,481946,483860,484687,468780
20253,11740700,둔촌2동,6677641,3098637,3579004,1281325,759362,997949,1050346,968127,1620531,1856009,1416164,759007,734474,1030669,881319,961900,954018,954472,951764,941417,938569,975503
20253,11740690,둔촌1동,30002,13846,16156,6659,2516,4352,5649,3846,6980,8401,6401,3331,3256,4665,3948,4200,4206,4238,4229,4237,4360,4532
20253,11740685,길동,18306303,8294964,10011339,2507243,2213064,2922263,2976562,2867254,4819916,4915275,3679956,2103548,2110430,3039907,2457186,2582521,2589839,2594920,2582295,2599532,2660693,2696503
20253,11740660,성내3동,6680704,3100063,3580641,941998,886276,1087042,1167095,1021545,1576746,1862006,1357223,758727,747308,1070199,885242,944868,945197,948454,938577,946974,963368,993264
20253,11740650,성내2동,8182706,3812368,4370337,1106351,1132456,1469108,1282904,1181197,2010690,2280834,1647752,898226,917727,1347781,1090384,1148652,1138541,1148856,1140149,1148255,1215969,1242282
20253,11740640,성내1동,5482732,2462032,3020701,961989,618285,860693,948826,851068,1241872,1402180,1149227,687177,675024,890061,679064,801177,802713,801149,798152,789252,738369,751920
20253,11740620,천호3동,7537537,3530166,4007371,937108,1165388,1414126,1148688,1092142,1780085,2154741,1537012,812599,809704,1194365,1029117,1061146,1051314,1054741,1050348,1059941,1113916,1146129
20253,11740610,천호2동,10909991,5166234,5743758,1392467,1381274,1896277,1770285,1710179,2759511,2841789,2216303,1279662,1306657,1838493,1427089,1538949,1532440,1534512,1534188,1546661,1603355,1619884
20253,11740600,천호1동,10199559,4751410,5448149,1724565,1117406,1493965,1686809,1569986,2606827,2943532,2090918,1117087,1121719,1571549,1354755,1454791,1442215,1452020,1443626,1434669,1466908,1505327
20253,11740590,암사3동,1651297,772694,878602,385191,163455,223780,276615,237552,364704,461603,373012,182340,171781,244484,218076,237555,238271,239159,241516,236669,228086,230040
20253,11740580,암사2동,2273718,1065194,1208525,322555,270236,400525,397489,364411,518504,618718,455720,251096,257368,385081,305736,320598,315964,315776,315391,321392,341667,342932
20253,11740570,암사1동,8363335,3907681,4455653,1366060,906831,1244850,1427262,1335077,2083253,2415871,1686172,876543,881171,1348842,1154736,1173526,1163806,1166484,1158609,1162737,1243582,1294591
20253,11740560,고덕2동,2166822,1011781,1155041,495782,189891,317436,423646,268935,471132,557124,472966,259941,251502,348143,277148,310460,309723,309910,309320,308731,308285,310394
20253,11740550,고덕1동,3548896,1733558,1815338,1284756,247371,332195,663181,402287,619104,1022249,755878,387192,384418,531067,468091,507273,507228,507728,505778,501825,504913,514151
20253,11740540,명일2동,2187076,1028052,1159023,675787,204508,201959,351555,280145,473123,557411,447407,265042,268541,378046,270630,315472,317509,318750,315966,313802,307133,298447
20253,11740530,명일1동,4605872,2048506,2557365,902423,438559,572026,802217,663444,1227200,1108655,935416,561236,558221,843642,598703,633623,637762,649751,637048,644057,679028,724603
20253,11740520,상일동,3432533,1576845,1855690,753238,296026,477966,703585,463299,738420,916518,709583,390175,390841,568152,457266,492178,491117,494442,492599,489632,484058,488508
20253,11740515,강일동,3514014,1649684,1864330,837072,312863,458637,642246,492363,770832,1034502,757694,370124,354470,515998,481229,505853,503748,501171,500289,494474,494933,513548
20253,11710720,잠실7동,703375,309662,393713,113014,93380,111000,124277,106527,155178,186202,157636,85769,81841,106674,85251,99197,102305,101997,102357,100130,97309,100080
20253,11710710,잠실6동,2368425,1110308,1258117,347620,346621,436541,490054,333745,413844,406367,501341,376696,395081,447018,241922,351085,359450,358600,356455,346686,308461,287687
20253,11710690,잠실4동,2116808,983315,1133493,483463,249019,311470,410504,286278,376074,640157,470823,224561,221434,291077,268756,303981,305082,303212,303567,300982,302759,297226
20253,11710680,잠실3동,3597594,1573928,2023666,913410,408274,498030,678401,469629,629846,832859,729350,464274,482284,649859,438968,501403,505060,506152,512521,513181,536249,523029
20253,11710670,잠실2동,2245535,1015880,1229655,683613,226580,237696,455875,306448,335325,692741,463066,223134,226592,336245,303756,313164,314974,314542,315651,321931,332557,332715
20253,11710650,잠실본동,8130053,3837286,4292766,1236059,1295510,1603546,1473298,1113488,1408150,2082820,1592460,936533,974146,1446080,1098014,1135944,1136708,1138495,1139573,1161735,1220467,1197134
20253,11710647,위례동,3340138,1495492,1844645,1085993,268978,482453,652305,399895,450515,912689,658377,363159,380457,570229,455227,468068,466348,466484,465089,471016,498455,504677
20253,11710646,장지동,7646751,3544383,4102369,1454634,882176,1317174,1303707,1094271,1594790,2161115,1626588,830011,820346,1189412,1019280,1086937,1082678,1088393,1081935,1075257,1097566,1133989
20253,11710642,문정2동,2893688,1443182,1450505,281975,391182,633300,573503,452982,560747,635939,617995,422474,419959,475417,321904,437840,439586,440564,437390,426994,365029,346287
20253,11710641,문정1동,4305386,2045557,2259829,615267,617728,860872,753127,605286,853104,1163500,909002,519041,497878,670113,545854,629184,626489,626015,626871,618239,585595,592993
20253,11710632,가락2동,5751748,2650994,3100756,1030444,682845,869234,913845,873863,1381517,1548759,1194176,659001,662373,934154,753286,823534,818231,824102,815758,813682,821657,834785
20253,11710631,가락1동,751209,364614,386595,132622,67246,135716,148132,109350,158143,192889,155989,89008,89219,126112,97993,107973,107495,107412,107386,108131,107780,105031
20253,11710620,가락본동,8767193,4266994,4500198,1213849,1055156,1629572,1641290,1413203,1814121,2145474,1795303,1108957,1103196,1478859,1135405,1279246,1286877,1284075,1281861,1274557,1195774,1164803
20253,11710610,삼전동,6228098,2857458,3370641,941774,902816,1340910,1110816,801258,1130525,1820391,1266606,665665,666221,983101,826115,888498,881046,881518,877854,874852,902367,921961
20253,11710600,석촌동,6641013,3068286,3572726,872374,983855,1486456,1188242,879357,1230728,1792585,1349511,770736,759260,1093841,875077,936947,940468,940746,943418,943175,959848,976411
20253,11710590,송파2동,2908636,1282914,1625722,656813,318820,437063,475445,395017,625477,758945,622909,354780,343934,462837,365232,417767,416810,417962,417380,416906,408378,413431
20253,11710580,송파1동,5637207,2552744,3084463,704084,1009098,1284477,931004,724606,983938,1449349,1109995,672207,679581,996857,729217,789162,790474,792198,792549,805145,842769,824909
20253,11710570,오금동,9692539,4502400,5190139,2016236,1002863,1221686,1500113,1518797,2432846,2540311,2051249,1183657,1143654,1560548,1213121,1389399,1381327,1379663,1384760,1376670,1374053,1406665
20253,11710566,오륜동,740151,347025,393126,161834,88952,93108,127280,97081,171896,174067,162547,89642,91153,128506,94236,102569,102631,102302,103270,106532,109342,113504
20253,11710562,방이2동,6231598,2965578,3266019,725829,1229464,1444809,1066562,775595,989338,1539319,1206825,742904,755692,1145234,841623,877135,883667,888896,886840,901353,918896,874812
20253,11710561,방이1동,3288095,1541460,1746634,946518,355375,416952,528501,423686,617060,682001,587786,407461,462788,735977,412082,469101,477222,466742,477411,470733,472919,453965
20253,11710550,마천2동,4745569,2294385,2451185,668198,466911,581343,668402,816718,1543997,1354097,951560,509132,518164,774221,638396,664529,658549,662436,657567,663333,705234,733920
20253,11710540,마천1동,2651578,1292577,1359001,447156,266472,314135,375933,475753,772131,805259,555592,264138,264009,397274,365306,371545,369726,369743,366959,368482,391540,413583
20253,11710532,거여2동,3649798,1637527,2012271,636077,338953,542665,594457,560808,976837,1121034,750902,372011,362689,543041,500120,521328,518102,518301,515021,515723,524132,537191
20253,11710531,거여1동,3418112,1624814,1793298,510858,374190,473156,523036,609294,927578,933739,693151,376832,380467,568374,465548,484855,481919,481426,481437,483512,498217,506746
20253,11710520,풍납2동,5130542,2320767,2809774,901102,592998,798093,871403,812935,1154010,1449624,1118663,579954,557530,761156,663615,739596,744395,745897,740492,731936,705518,722709
20253,11710510,풍납1동,4343516,2012686,2330830,567902,535523,690837,645148,711686,1192420,1246268,897423,463791,460359,685338,590335,614762,613313,613651,610820,612745,634258,643966
20253,11680750,수서동,2232614,1059639,1172976,299622,222613,343111,384536,330846,651884,436555,518446,338065,314526,370389,254631,339704,342348,343067,340988,330808,273788,261912
20253,11680740,일원2동,1360721,676547,684172,366224,120390,185660,278098,181878,228468,394059,294487,146757,143295,196424,185696,196180,196640,197909,197333,195306,186294,191056
20253,11680730,일원1동,2493544,1199692,1293852,332642,323500,418393,462030,368897,588082,647844,529575,294953,287623,406568,326982,359746,359462,357512,356323,354809,349400,356293
20253,11680720,일원본동,2422166,1163863,1258302,679244,186376,252062,438735,334017,531732,744510,534480,251011,226397,325458,340309,351791,353386,353015,350942,344693,328557,339779
20253,11680700,세곡동,3382325,1543964,1838361,884129,323208,482919,577353,417999,696717,947807,711730,371107,365562,530039,456080,482926,480930,483113,477707,476680,483789,497183
20253,11680690,개포4동,3410027,1608282,1801746,594322,377409,551330,627914,579047,680004,961089,730237,401093,389862,506302,421446,500361,496357,497707,496053,487574,463998,467979
20253,11680670,개포2동,2144568,958558,1186010,554461,183015,261021,396506,295610,453955,531593,464211,265606,258754,350977,273428,310366,309188,311456,310628,309908,300913,292111
20253,11680660,개포1동,2143956,957480,1186474,604306,153795,231251,422113,279059,453432,652054,460317,217962,209096,305245,299282,301551,300965,301558,299547,301163,308129,331044
20253,11680656,도곡2동,4089946,1857644,2232304,1007714,392925,486072,864654,634402,704180,967579,865995,561141,546346,666568,482317,598226,598709,602770,599490,592859,554413,543477
20253,11680655,도곡1동,8695467,4073713,4621755,1829806,923494,1344797,1794052,1277316,1526002,2044651,1828866,1152773,1162894,1433230,1073053,1270284,1295350,1297828,1283514,1261164,1149033,1138292
20253,11680650,역삼2동,12482409,5943534,6538877,2538513,1824585,2246631,2681202,1741069,1450409,2635537,2769448,1896136,1878107,1981469,1321712,1904222,1939360,1941446,1919853,1841815,1499044,1436669
20253,11680640,역삼1동,20900630,10667096,10233536,1375068,4856762,5738500,4339129,2500730,2090439,3297784,4299833,3681560,3672760,3936783,2011909,3250689,3346118,3336910,3331577,3181686,2361804,2091847
20253,11680630,대치4동,10740014,5341700,5398313,3132481,1435423,1613186,1982158,1483749,1093018,1953878,2083263,1637031,1694981,2184453,1186410,1555959,1580835,1579520,1590792,1559721,1491947,1381239
20253,11680610,대치2동,6783054,3629545,3153509,2114503,777306,953404,1336461,853657,747722,1099950,1401501,1104775,1170807,1339241,666779,1022879,1028864,1015281,1025273,989321,879906,821530
20253,11680600,대치1동,4501935,2162882,2339056,1949297,334180,281156,860342,568416,508544,1030727,874912,563684,617299,858062,557250,643090,644798,630323,644254,641568,663322,634580
20253,11680590,삼성2동,8923470,4372146,4551323,1417584,1250596,1759895,1994782,1322430,1178182,2080818,1948971,1264933,1257302,1378525,992922,1361846,1382451,1370846,1366618,1309302,1081603,1050803
20253,11680580,삼성1동,4991598,2508263,2483336,563008,734519,1095155,1114697,761507,722712,749233,1099023,908437,897818,890249,446838,741265,768772,770917,783594,754308,614179,558562
20253,11680565,청담동,9185850,4278345,4907505,1183071,1346814,1824935,1981873,1363751,1485407,1828718,1985202,1443839,1403820,1547161,977112,1317549,1380471,1390897,1392783,1382128,1229162,1092860
20253,11680545,압구정동,7593147,3432602,4160545,1080702,1287407,1494096,1553399,1023301,1154242,1217435,1443120,1301792,1333648,1513411,783740,1081866,1131660,1128390,1144280,1159691,1045169,902089
20253,11680531,논현2동,11920183,5918761,6001422,1158704,2025729,2895638,2628053,1627371,1584687,2259687,2466428,1967185,1961877,2056119,1208887,1830003,1884822,1894306,1880437,1785655,1384772,1260187
20253,11680521,논현1동,9474796,4526438,4948358,578043,2063196,2512905,1954327,1172797,1193529,1937626,1988758,1436034,1448214,1650708,1013456,1429875,1455899,1456892,1454343,1417959,1173714,1086114
20253,11680510,신사동,6653298,3076687,3576610,803157,1207942,1428698,1383319,912746,917437,1031414,1271915,1141648,1186832,1358962,662526,973335,1011186,1004253,1008428,1015784,884512,755800
20253,11650660,내곡동,1843178,908350,934827,580495,147190,219228,317065,218725,360475,515325,407744,213058,204583,264793,237674,266172,270272,268175,268230,264772,249772,255785
20253,11650652,양재2동,5698690,2973970,2724719,687708,782408,1227555,1153399,906405,941215,1262851,1245539,817430,793210,931420,648241,854154,859033,860167,858435,838426,721502,706973
20253,11650651,양재1동,8747732,4388835,4358897,1439337,1073030,1687826,1703576,1262496,1581465,1863740,1910533,1301900,1264872,1444585,962102,1334615,1344672,1344365,1340969,1276016,1053425,1053669
20253,11650621,방배4동,6246541,2769734,3476806,1149765,784082,940983,1176774,973396,1221540,1521253,1300728,782746,788016,1070838,782960,906032,907943,905702,905131,906858,864707,850167
20253,11650620,방배3동,3438475,1593283,1845193,632670,443189,483255,592618,540225,746518,965066,782066,404890,378033,475034,433387,497786,504905,507205,505648,492888,461734,468310
20253,11650610,방배2동,4440915,2038352,2402563,675016,658996,739789,718866,660680,987570,1046016,904245,564023,562658,807117,556857,638082,639142,643346,644549,652336,626916,596543
20253,11650600,방배1동,4397988,2036463,2361525,816040,607270,764402,766349,625185,818740,1105385,911207,558231,557676,728587,536903,642277,647680,647560,645313,627890,597580,589687
20253,11650590,방배본동,4759818,2141069,2618749,1040006,496246,595747,914701,749919,963202,1264576,987593,566705,568779,766451,605715,681513,683122,686258,682767,679131,672901,674127
20253,11650581,반포4동,5279474,2422285,2857189,1470833,449444,613914,1085083,758998,901202,1287012,1056829,669045,710797,924206,631586,771754,775497,768553,773128,767230,727967,695343
20253,11650580,반포3동,3302145,1493070,1809075,802248,366002,395371,632505,534674,571345,714676,659826,433312,460667,627548,406115,459248,463069,467677,470591,479752,490710,471099
20253,11650570,반포2동,1939613,884401,1055213,548853,193798,230510,387506,281728,297219,418472,436063,269240,266433,330266,219139,276006,279469,281409,283487,283850,271479,263913
20253,11650560,반포1동,6697039,3220363,3476676,1101409,1070555,1356896,1408013,862272,897894,1636937,1399435,862463,870656,1118098,809451,969854,975808,975025,978845,975428,936639,885441
20253,11650550,반포본동,515061,288039,227022,92596,59197,75472,103725,94608,89465,86249,143164,78274,74535,81291,51547,76018,77794,76745,78129,78218,69704,58453
20253,11650540,잠원동,6977070,3312425,3664644,1218773,963030,1219439,1462766,1042179,1070884,1615004,1483472,952327,956501,1161902,807866,1025993,1036791,1029976,1037352,1027232,941967,877758
20253,11650531,서초4동,6597918,3122302,3475615,1134630,1276381,1199142,1276417,874913,836437,1248661,1335791,1035254,1042000,1220247,715966,990890,1006146,995208,1004412,1002950,860866,737446
20253,11650530,서초3동,12272542,6113004,6159538,1625716,1920322,2389677,2445494,1947035,1944297,2359845,2676367,1962358,1919732,2091884,1262354,1843308,1891714,1892018,1886634,1808831,1478439,1471600
20253,11650520,서초2동,7092897,3537020,3555877,843671,1183836,1681960,1566527,972265,844640,1236063,1557977,1189791,1159638,1250890,698538,1110243,1136434,1132272,1126790,1078850,793011,715297
20253,11650510,서초1동,7737320,3750707,3986613,1073330,1179048,1394666,1519901,1215518,1354856,1600287,1691497,1159666,1142464,1306499,836907,1172552,1179470,1182294,1177635,1151497,967079,906794
20253,11620775,난곡동,5557997,2630645,2927352,811020,680298,861127,862147,837851,1505553,1649639,1159403,579202,570535,844935,754283,784881,778471,778393,776758,772715,813819,852957
20253,11620765,미성동,5216546,2357492,2859054,797878,749177,814763,794670,802176,1257883,1561918,1096275,554155,532942,775420,695834,744094,739007,738518,730921,730466,753267,780275
20253,11620745,삼성동,6866480,3466796,3399685,618857,1340678,1030067,954533,1012433,1909913,1954001,1392171,740532,728638,1104126,947015,979069,976823,978824,973192,968171,982784,1007616
20253,11620735,대학동,6344568,3649995,2694574,514135,2090713,1285938,839112,700022,914651,1711603,1310378,722484,712711,1034076,853316,901140,902598,903448,899021,901330,913586,923443
20253,11620725,조원동,7930493,4008248,3922244,518824,1615001,1906207,1417832,1119597,1353030,1921741,1611011,1000864,1012368,1372504,1012003,1149858,1158096,1160801,1154486,1141363,1086482,1079405
20253,11620715,난향동,1380825,649230,731596,283515,119319,161152,253936,235651,327252,364875,277375,159773,164295,235227,179281,194714,192259,194375,192983,192916,204245,209333
20253,11620695,신림동,9702845,5077313,4625532,435808,3404727,2478291,1303747,914766,1165507,2608430,1948007,1044800,1058542,1689068,1353999,1339566,1331387,1341833,1332148,1362670,1487406,1507835
20253,11620685,신사동,7263303,3473620,3789682,552593,1865647,1454840,991884,962061,1436277,2171062,1547844,726675,707639,1106780,1003304,1019844,1013531,1016226,1011474,1013495,1068844,1119888
20253,11620665,서림동,4925507,2661361,2264146,477374,1322656,987189,679578,614473,844238,1546293,1041902,484123,462509,712968,677713,688909,680878,683085,683683,684100,730732,774120
20253,11620655,신원동,5957732,2973695,2984038,524461,1473315,1321130,822831,720676,1095320,1743761,1230500,616314,599079,934301,833776,830687,820136,834239,827493,829653,887217,928307
20253,11620645,서원동,5254418,2637918,2616501,392689,1442609,1173431,708617,615562,921511,1549139,1074642,541208,532272,826844,730313,732143,723026,730224,725634,739405,791109,812879
20253,11620630,남현동,4133633,1982832,2150801,476357,766167,776471,581131,579650,953855,1141166,856011,442172,442890,690372,561022,576324,578339,580915,580672,585784,614065,617534
20253,11620625,인헌동,5897444,2735776,3161670,662229,1401805,1187454,843029,720878,1082049,1719259,1226878,598264,585663,935422,831958,833319,828881,832564,825466,826589,856442,894185
20253,11620615,중앙동,5124150,2374083,2750068,419170,1347001,1121105,699972,604783,932118,1425752,1037904,553634,560351,847656,698854,719135,719422,718755,713759,714336,762797,775944
20253,11620605,은천동,8464236,4018808,4445428,1205470,1513153,1519496,1279643,1176043,1770433,2362359,1705661,917995,926243,1406531,1145447,1188593,1176096,1182193,1177543,1181709,1265411,1292692
20253,11620595,청룡동,10872281,5248769,5623512,970348,3263160,2218146,1407062,1235219,1778344,3172654,2258166,1133073,1106465,1708767,1493155,1526602,1524888,1530369,1520837,1525050,1598274,1646261
20253,11620585,낙성대동,5832003,2878426,2953576,607487,1955353,1216969,707619,574572,770001,1415397,1123697,672976,686863,1120418,812651,806826,814411,815090,815429,832461,878808,868978
20253,11620575,행운동,6894554,3249182,3645371,799431,1699994,1453912,904156,799358,1237703,2055714,1464154,724729,695903,1034770,919284,971200,965896,965651,962993,971663,1013327,1043825
20253,11620565,성현동,4627906,2117030,2510876,826722,582022,716635,786271,689756,1026498,1364013,947481,470754,480813,726581,638264,654322,641145,643226,637472,644296,689921,717525
20253,11620545,청림동,2964442,1383244,1581198,527547,350318,466777,490112,437105,692582,924439,602729,279874,285887,448928,422586,414223,416463,418879,413805,410307,435760,455006
20253,11620525,보라매동,3455004,1680683,1774322,334807,703419,696326,542598,469392,708463,894980,742791,410293,405714,557141,444085,494979,495342,494521,492190,486557,491419,499997
20253,11590680,신대방2동,5171957,2382097,2789860,735742,853253,941942,873052,726336,1041631,1368570,1093036,627611,615028,814984,652729,745377,744306,744553,744558,726274,721150,745739
20253,11590670,신대방1동,3659771,1711084,1948687,477958,591315,642629,571996,583037,792837,1032557,777452,400167,389628,574961,485006,516699,514334,518062,512980,511941,530237,555517
20253,11590660,대방동,7363230,3472686,3890545,1222661,1326320,1209893,1157637,1099305,1347415,2088123,1547387,792991,775014,1147417,1012300,1051201,1048454,1048285,1045789,1041661,1056902,1070937
20253,11590651,사당5동,3281095,1515713,1765381,564007,451869,557277,538528,441488,727925,902453,701750,369811,353580,519682,433819,465113,462933,463834,464033,457610,475692,491879
20253,11590650,사당4동,3902655,1797784,2104871,500101,625802,717320,587233,554228,917972,1147461,791481,396238,405779,622448,539246,545232,539311,540844,539376,542859,582696,612338
20253,11590640,사당3동,5303378,2439566,2863814,871452,657181,838659,830551,762064,1343473,1607629,1092839,527324,524452,805634,745501,750606,745211,748405,739153,740489,778287,801229
